"userID" "itemID" "r1" "r2" "r3" "r4" "r5"
"12928" "495" "1881" 1 0 0 0 0
"12929" "495" "1939" 0 0 1 0 0
"12931" "495" "2085" 0 0 0 1 0
"12936" "496" "304" 1 0 0 0 0
"12978" "497" "1893" 0 0 1 0 0
"13003" "499" "307" 0 0 0 0 1
"13010" "499" "772" 1 0 0 0 0
"13055" "501" "361" 0 0 0 0 1
"13056" "501" "367" 0 0 0 1 0
"13068" "501" "827" 0 0 0 0 1
"13073" "501" "1097" 0 0 0 0 1
"13100" "502" "624" 0 0 0 0 1
"13104" "502" "805" 0 0 0 1 0
"13108" "502" "1302" 0 0 0 0 1
"13128" "503" "621" 1 0 0 0 0
"13190" "506" "171" 0 1 0 0 0
"13222" "507" "827" 0 0 0 0 1
"13257" "508" "1004" 0 0 0 1 0
"13268" "508" "1780" 0 0 1 0 0
"13273" "508" "2096" 0 0 1 0 0
"13309" "510" "1083" 0 0 0 0 1
"13316" "510" "1412" 0 1 0 0 0
"13327" "510" "1948" 0 0 1 0 0
"13362" "512" "575" 1 0 0 0 0
"13373" "512" "1711" 0 0 0 1 0
"13396" "514" "420" 0 0 1 0 0
"13400" "514" "620" 0 1 0 0 0
"13433" "515" "801" 0 1 0 0 0
"13491" "518" "554" 1 0 0 0 0
"13550" "520" "944" 0 0 1 0 0
"13559" "521" "296" 0 0 0 1 0
"13571" "521" "1180" 0 0 0 0 1
"13577" "521" "1594" 0 0 0 0 1
"13588" "522" "1173" 0 0 0 0 1
"13611" "523" "1265" 0 0 0 1 0
"13648" "524" "1780" 1 0 0 0 0
"13650" "524" "2025" 0 1 0 0 0
"13693" "527" "1086" 1 0 0 0 0
"13702" "527" "2025" 0 0 1 0 0
"13715" "528" "1780" 0 0 1 0 0
"13717" "529" "17" 0 0 0 1 0
"13735" "529" "1115" 1 0 0 0 0
"13749" "529" "2098" 0 1 0 0 0
"13750" "530" "65" 0 1 0 0 0
"13753" "530" "273" 0 1 0 0 0
"13758" "530" "672" 1 0 0 0 0
"13759" "530" "678" 0 1 0 0 0
"13761" "530" "714" 1 0 0 0 0
"13762" "530" "790" 0 1 0 0 0
"13807" "531" "2074" 0 0 1 0 0
"13825" "533" "613" 1 0 0 0 0
"13827" "533" "790" 0 0 0 1 0
"13843" "534" "1203" 0 0 0 0 1
"13861" "535" "613" 0 1 0 0 0
"13866" "535" "714" 0 0 0 1 0
"13869" "535" "845" 0 0 1 0 0
"13882" "535" "1704" 0 0 0 1 0
"13924" "537" "701" 0 0 0 0 1
"13927" "537" "862" 0 0 0 1 0
"13940" "537" "1780" 0 0 1 0 0
"13956" "539" "1119" 0 0 1 0 0
"14036" "544" "1049" 0 1 0 0 0
"14057" "545" "593" 0 0 0 0 1
"14061" "545" "692" 0 0 0 0 1
"14065" "545" "838" 0 0 0 1 0
"14080" "545" "1686" 0 0 1 0 0
"14094" "546" "860" 0 0 0 0 1
"14104" "547" "1492" 0 0 0 0 1
"14119" "548" "446" 1 0 0 0 0
"14125" "548" "692" 0 1 0 0 0
"14159" "548" "2074" 0 0 0 0 1
"14241" "553" "1755" 0 0 1 0 0
"14292" "556" "932" 0 0 0 1 0
"14310" "556" "1718" 0 0 0 0 1
"14313" "556" "1923" 0 0 0 1 0
"14320" "556" "2070" 0 1 0 0 0
"14364" "558" "2098" 1 0 0 0 0
"14377" "560" "432" 0 0 1 0 0
"14399" "561" "1186" 0 0 0 1 0
"14401" "561" "1739" 0 0 0 1 0
"14437" "563" "1287" 0 0 0 0 1
"14526" "568" "2008" 1 0 0 0 0
"14530" "569" "347" 0 0 1 0 0
"14587" "573" "367" 0 1 0 0 0
"14593" "573" "702" 0 1 0 0 0
"14594" "573" "721" 0 0 0 1 0
"14644" "575" "338" 0 0 1 0 0
"14698" "577" "70" 0 0 1 0 0
"14762" "579" "1003" 0 0 0 1 0
"14794" "580" "1711" 0 0 0 0 1
"14798" "580" "2139" 1 0 0 0 0
"14806" "581" "1049" 0 0 1 0 0
"14872" "583" "670" 0 0 1 0 0
"14912" "586" "307" 0 0 1 0 0
"14919" "586" "772" 0 0 0 0 1
"14950" "587" "932" 0 1 0 0 0
"14967" "588" "335" 0 1 0 0 0
"14980" "588" "932" 0 0 0 0 1
"14996" "588" "1629" 0 1 0 0 0
"15016" "589" "626" 0 0 0 0 1
"15041" "590" "155" 0 0 1 0 0
"15064" "590" "1283" 0 0 0 1 0
"15100" "591" "1008" 0 1 0 0 0
"15103" "591" "1205" 0 0 1 0 0
"15115" "592" "66" 0 0 0 1 0
"15136" "593" "764" 1 0 0 0 0
"15141" "593" "1041" 0 0 1 0 0
"15160" "593" "1984" 0 0 1 0 0
"15181" "594" "1578" 0 0 1 0 0
"15186" "594" "2083" 0 0 0 0 1
"15237" "598" "115" 0 0 0 0 1
"15247" "598" "899" 0 0 1 0 0
"15303" "601" "1780" 0 0 1 0 0
"15351" "603" "1383" 0 0 0 0 1
"15352" "603" "1645" 0 0 0 1 0
"15370" "604" "544" 0 0 1 0 0
"15373" "604" "678" 0 0 0 1 0
"15412" "605" "599" 0 0 1 0 0
"15441" "606" "1382" 1 0 0 0 0
"15483" "608" "2113" 1 0 0 0 0
"15498" "610" "228" 0 0 1 0 0
"15499" "610" "624" 0 0 0 0 1
"15501" "610" "1302" 1 0 0 0 0
"15509" "611" "296" 0 0 0 0 1
"15578" "614" "675" 0 1 0 0 0
"15582" "614" "1468" 0 1 0 0 0
"15584" "614" "1578" 1 0 0 0 0
"15591" "615" "363" 0 0 0 1 0
"15595" "615" "1771" 0 0 1 0 0
"15618" "616" "782" 0 0 0 1 0
"15628" "616" "1219" 0 0 1 0 0
"15664" "618" "204" 1 0 0 0 0
"15689" "618" "1281" 1 0 0 0 0
"15701" "618" "1884" 0 1 0 0 0
"15707" "619" "57" 1 0 0 0 0
"15727" "619" "2098" 0 1 0 0 0
"15731" "620" "474" 0 0 0 0 1
"15791" "625" "324" 1 0 0 0 0
"15833" "627" "1797" 1 0 0 0 0
"15861" "628" "2074" 0 0 0 0 1
"15925" "631" "918" 0 1 0 0 0
"15936" "632" "15" 1 0 0 0 0
"15943" "632" "548" 0 0 0 0 1
"15966" "633" "718" 1 0 0 0 0
"15991" "635" "397" 0 0 0 1 0
"15992" "635" "436" 0 1 0 0 0
"16013" "636" "260" 0 0 0 1 0
"16021" "636" "602" 0 0 1 0 0
"16027" "636" "973" 0 0 1 0 0
"16118" "641" "2013" 0 1 0 0 0
"16181" "644" "1622" 1 0 0 0 0
"16246" "647" "945" 0 0 1 0 0
"16274" "648" "790" 0 0 0 1 0
"16292" "649" "260" 0 0 1 0 0
"16318" "649" "973" 0 0 0 1 0
"16360" "650" "893" 0 0 0 0 1
"16382" "652" "1049" 0 0 0 1 0
"16416" "654" "446" 1 0 0 0 0
"16438" "654" "1314" 0 0 0 1 0
"16453" "654" "1816" 0 0 1 0 0
"16458" "654" "2045" 0 0 0 1 0
"16465" "655" "304" 1 0 0 0 0
"16475" "655" "827" 0 0 1 0 0
"16483" "655" "1513" 0 0 0 1 0
"16494" "656" "61" 0 0 1 0 0
"16524" "656" "2052" 0 0 1 0 0
"16533" "657" "814" 1 0 0 0 0
"16546" "657" "1718" 0 0 0 0 1
"16567" "659" "835" 0 1 0 0 0
"16571" "659" "1215" 1 0 0 0 0
"16587" "660" "1049" 0 1 0 0 0
"16595" "661" "363" 0 0 0 1 0
"16637" "663" "760" 0 1 0 0 0
"16643" "663" "945" 0 0 0 1 0
"16667" "663" "1819" 0 0 0 0 1
"16695" "664" "1672" 1 0 0 0 0
"16751" "667" "1155" 0 1 0 0 0
"16783" "668" "1324" 0 0 1 0 0
"16798" "669" "150" 0 0 0 1 0
"16807" "669" "622" 0 0 0 0 1
"16860" "671" "563" 0 1 0 0 0
"16917" "672" "622" 0 1 0 0 0
"16923" "672" "1115" 0 0 0 0 1
"16948" "673" "613" 0 0 1 0 0
"16964" "674" "98" 0 0 0 1 0
"16998" "675" "150" 0 0 1 0 0
"17001" "675" "494" 0 0 0 1 0
"17021" "675" "2121" 0 0 1 0 0
"17029" "676" "437" 0 1 0 0 0
"17038" "676" "1125" 0 1 0 0 0
"17054" "676" "2045" 0 0 0 1 0
"17060" "677" "252" 0 0 0 1 0
"17172" "679" "1495" 0 0 1 0 0
"17177" "679" "1782" 1 0 0 0 0
"17185" "680" "252" 0 0 0 0 1
"17232" "681" "1500" 0 1 0 0 0
"17263" "682" "1301" 0 0 0 1 0
"17270" "682" "1816" 0 0 0 1 0
"17305" "685" "1711" 0 0 0 0 1
"17336" "687" "314" 0 0 1 0 0
"17346" "688" "150" 0 0 0 0 1
"17355" "688" "1094" 0 0 0 0 1
"17369" "689" "150" 1 0 0 0 0
"17406" "691" "1056" 0 0 0 1 0
"17417" "692" "66" 0 0 0 0 1
"17421" "692" "732" 0 0 0 0 1
"17433" "693" "598" 0 0 1 0 0
"17451" "694" "147" 0 0 0 0 1
"17470" "694" "1014" 0 0 0 1 0
"17535" "695" "1050" 0 0 0 1 0
"17556" "695" "1747" 0 0 1 0 0
"17588" "697" "563" 0 1 0 0 0
"17608" "697" "1287" 0 0 0 0 1
"17611" "697" "1468" 0 1 0 0 0
"17635" "698" "693" 0 1 0 0 0
"17704" "700" "1158" 0 0 0 1 0
"17726" "701" "1349" 0 0 0 0 1
"17740" "702" "352" 0 0 0 1 0
"17766" "702" "1701" 0 1 0 0 0
"17769" "702" "1755" 0 0 1 0 0
"17778" "703" "182" 0 1 0 0 0
"17855" "706" "1757" 0 0 0 0 1
"17861" "707" "1171" 0 0 0 0 1
"17880" "708" "554" 0 1 0 0 0
"17919" "709" "297" 0 1 0 0 0
"17931" "709" "1594" 1 0 0 0 0
"17975" "712" "377" 0 0 0 0 1
"18051" "715" "275" 1 0 0 0 0
"18053" "715" "575" 0 0 0 0 1
"18107" "717" "432" 0 0 1 0 0
"18117" "718" "34" 0 1 0 0 0
"18121" "718" "432" 1 0 0 0 0
"18164" "720" "61" 0 0 0 0 1
"18172" "720" "1672" 0 0 0 1 0
"18173" "720" "1756" 0 0 1 0 0
"18192" "722" "428" 0 0 1 0 0
"18198" "722" "842" 0 0 0 1 0
"18207" "723" "150" 0 0 0 1 0
"18215" "723" "903" 0 0 0 1 0
"18221" "723" "1603" 0 0 1 0 0
"18228" "724" "918" 0 0 1 0 0
"18234" "724" "1919" 0 0 0 1 0
"18246" "726" "317" 0 0 1 0 0
"18265" "726" "1384" 0 0 1 0 0
"18279" "727" "298" 0 0 0 0 1
"18285" "728" "71" 0 0 0 0 1
"18304" "728" "737" 0 0 1 0 0
"18320" "728" "1186" 0 0 1 0 0
"18351" "729" "1780" 0 1 0 0 0
"18374" "731" "70" 0 0 1 0 0
"18402" "732" "1018" 0 1 0 0 0
"18414" "733" "377" 0 1 0 0 0
"18419" "733" "1172" 0 0 1 0 0
"18436" "734" "973" 0 1 0 0 0
"18475" "736" "1724" 1 0 0 0 0
"18489" "737" "1919" 0 0 1 0 0
"18497" "738" "1686" 0 0 0 1 0
"18510" "739" "1797" 0 0 1 0 0
"18517" "740" "305" 1 0 0 0 0
"18521" "740" "477" 0 0 0 1 0
"18526" "740" "761" 0 0 0 0 1
"18528" "740" "805" 0 0 1 0 0
"18542" "740" "1893" 0 0 1 0 0
"18592" "743" "260" 0 1 0 0 0
"18617" "745" "45" 0 0 0 0 1
"18619" "745" "561" 0 1 0 0 0
"18658" "747" "1749" 0 1 0 0 0
"18699" "749" "436" 1 0 0 0 0
"18716" "749" "1219" 0 0 0 0 1
"18783" "750" "2084" 0 0 0 0 1
"18797" "752" "42" 0 0 1 0 0
"18845" "755" "412" 0 1 0 0 0
"18880" "758" "377" 0 0 0 1 0
"18904" "759" "301" 0 0 1 0 0
"18957" "762" "41" 0 0 1 0 0
"18962" "762" "297" 0 1 0 0 0
"18986" "763" "1757" 0 1 0 0 0
"19013" "765" "1275" 0 0 0 0 1
"19016" "765" "1709" 0 0 1 0 0
"19042" "767" "1018" 0 1 0 0 0
"19045" "767" "1760" 0 0 0 0 1
"19072" "768" "1749" 0 0 1 0 0
"19082" "769" "260" 0 0 0 0 1
"19113" "770" "71" 0 0 1 0 0
"19121" "770" "297" 1 0 0 0 0
"19130" "770" "672" 0 1 0 0 0
"19172" "770" "1827" 0 0 0 0 1
"19173" "770" "1861" 0 0 0 1 0
"19181" "771" "849" 0 1 0 0 0
"19198" "772" "304" 0 1 0 0 0
"19201" "772" "436" 0 0 1 0 0
"19242" "773" "352" 0 1 0 0 0
"19268" "773" "1457" 0 0 1 0 0
"19277" "773" "1782" 0 1 0 0 0
"19366" "776" "2083" 1 0 0 0 0
"19379" "779" "158" 0 0 1 0 0
"19385" "779" "397" 0 0 0 1 0
"19396" "779" "1086" 0 0 1 0 0
"19438" "780" "1384" 0 0 1 0 0
"19498" "786" "295" 0 0 0 0 1
"19512" "786" "1314" 0 0 0 1 0
"19557" "787" "2070" 0 0 1 0 0
"19567" "788" "695" 1 0 0 0 0
"19571" "788" "862" 1 0 0 0 0
"19578" "788" "1437" 0 1 0 0 0
"19608" "790" "323" 0 0 1 0 0
"19621" "790" "1186" 0 0 1 0 0
"19624" "790" "1449" 0 0 0 1 0
"19633" "790" "1739" 0 1 0 0 0
"19637" "790" "2008" 1 0 0 0 0
"19653" "792" "1" 0 0 1 0 0
"19687" "792" "1315" 0 0 0 0 1
"19716" "793" "1919" 0 0 0 1 0
"19744" "794" "2061" 0 0 0 1 0
"19777" "795" "2114" 0 0 0 0 1
"19822" "797" "554" 0 0 0 1 0
"19836" "797" "1169" 0 1 0 0 0
"19849" "797" "1687" 0 0 1 0 0
"19865" "799" "67" 0 1 0 0 0
"19867" "799" "204" 0 0 0 0 1
"19892" "799" "1537" 0 0 0 0 1
"19936" "802" "82" 0 0 1 0 0
"19977" "803" "1816" 0 0 1 0 0
"19995" "805" "1088" 0 0 1 0 0
"19997" "805" "1819" 0 0 0 0 1
"20041" "809" "205" 0 1 0 0 0
"20059" "809" "1314" 0 0 1 0 0
"20107" "811" "1643" 0 1 0 0 0
"20116" "811" "2052" 0 0 1 0 0
"20190" "817" "888" 0 0 0 1 0
"20197" "817" "1315" 0 0 1 0 0
"20213" "818" "95" 0 0 1 0 0
"20221" "818" "377" 0 0 0 1 0
"20252" "818" "1696" 0 0 0 0 1
"20260" "818" "2034" 0 0 1 0 0
"20263" "818" "2084" 0 0 0 0 1
"20283" "819" "1711" 0 0 0 1 0
"20285" "819" "1749" 1 0 0 0 0
"20304" "820" "1797" 0 1 0 0 0
"20387" "825" "1984" 0 0 0 0 1
"20390" "825" "2096" 0 0 0 1 0
"20391" "825" "2121" 1 0 0 0 0
"20402" "826" "624" 0 0 0 0 1
"20473" "828" "1124" 1 0 0 0 0
"20510" "829" "420" 0 0 0 0 1
"20514" "829" "626" 1 0 0 0 0
"20558" "830" "1887" 0 1 0 0 0
"20563" "830" "2083" 0 0 1 0 0
"20599" "833" "361" 0 0 0 0 1
"20619" "833" "762" 0 0 0 1 0
"20624" "833" "945" 0 0 1 0 0
"20628" "833" "1038" 0 0 1 0 0
"20692" "834" "2008" 0 0 0 1 0
"20696" "835" "171" 0 0 0 1 0
"20698" "835" "1015" 0 0 1 0 0
"20700" "835" "1171" 0 0 0 0 1
"20704" "835" "1580" 0 0 1 0 0
"20715" "836" "403" 0 0 0 1 0
"20733" "836" "1145" 0 0 0 0 1
"20749" "837" "19" 0 0 1 0 0
"20755" "837" "307" 0 0 1 0 0
"20760" "837" "603" 0 0 1 0 0
"20773" "837" "1594" 0 0 0 1 0
"20777" "837" "1866" 0 0 1 0 0
"20793" "839" "1262" 0 0 1 0 0
"20854" "842" "494" 0 0 0 0 1
"20858" "842" "736" 1 0 0 0 0
"20862" "842" "1244" 0 0 0 0 1
"20872" "842" "2096" 0 0 0 0 1
"20889" "844" "129" 0 1 0 0 0
"20892" "844" "223" 0 0 1 0 0
"20989" "848" "583" 0 0 1 0 0
"20991" "848" "790" 0 0 0 1 0
"21011" "849" "1049" 0 0 0 1 0
"21037" "851" "71" 0 0 1 0 0
"21058" "851" "1866" 0 0 0 1 0
"21069" "852" "1842" 0 1 0 0 0
"21070" "852" "1919" 0 1 0 0 0
"21071" "852" "1925" 0 0 0 0 1
"21110" "854" "736" 0 0 0 1 0
"21112" "854" "827" 0 0 0 0 1
"21119" "854" "987" 0 1 0 0 0
"21181" "857" "1526" 0 0 1 0 0
"21229" "859" "363" 0 0 0 0 1
"21248" "860" "82" 0 0 0 0 1
"21320" "863" "1202" 0 0 1 0 0
"21325" "863" "1354" 0 0 1 0 0
"21336" "863" "2100" 0 0 1 0 0
"21356" "864" "716" 0 0 0 0 1
"21378" "864" "1984" 0 1 0 0 0
"21383" "865" "34" 0 1 0 0 0
"21386" "865" "275" 1 0 0 0 0
"21391" "865" "621" 1 0 0 0 0
"21420" "866" "1267" 1 0 0 0 0
"21423" "866" "1361" 0 0 0 0 1
"21541" "871" "2052" 0 0 0 1 0
"21564" "873" "183" 0 0 0 0 1
"21569" "873" "367" 0 0 1 0 0
"21576" "873" "827" 0 0 0 0 1
"21595" "873" "1963" 0 0 0 0 1
"21604" "874" "432" 0 0 0 1 0
"21613" "874" "1919" 0 0 0 1 0
"21622" "875" "704" 0 0 0 0 1
"21626" "875" "1002" 0 0 1 0 0
"21630" "875" "1356" 0 0 0 0 1
"21631" "875" "1666" 0 0 0 0 1
"21706" "880" "252" 0 0 0 0 1
"21707" "880" "260" 0 0 1 0 0
"21710" "880" "417" 0 0 0 1 0
"21734" "881" "309" 0 0 0 0 1
"21747" "881" "1192" 0 0 0 0 1
"21781" "882" "2103" 0 0 0 1 0
"21783" "883" "13" 0 1 0 0 0
"21825" "883" "2084" 0 1 0 0 0
"21835" "884" "323" 0 0 0 0 1
"21853" "884" "1596" 0 1 0 0 0
"21859" "884" "1782" 0 0 0 1 0
"21860" "884" "1917" 0 0 0 0 1
"21907" "886" "1301" 0 1 0 0 0
"21920" "886" "1816" 0 1 0 0 0
"21932" "887" "1084" 1 0 0 0 0
"22013" "889" "1730" 0 0 0 0 1
"22043" "891" "453" 0 0 1 0 0
"22060" "892" "829" 0 1 0 0 0
"22064" "892" "1355" 0 0 0 1 0
"22088" "894" "432" 1 0 0 0 0
"22136" "897" "838" 0 1 0 0 0
"22141" "897" "1012" 1 0 0 0 0
"22180" "899" "297" 0 0 0 0 1
"22200" "899" "1579" 0 0 1 0 0
"22227" "900" "1709" 0 0 0 0 1
"22245" "902" "554" 0 0 1 0 0
"22246" "902" "590" 0 1 0 0 0
"22260" "903" "228" 0 1 0 0 0
"22310" "905" "139" 0 0 0 1 0
"22317" "905" "260" 0 0 1 0 0
"22338" "905" "660" 0 0 1 0 0
"22343" "905" "692" 0 1 0 0 0
"22358" "905" "1191" 0 0 1 0 0
"22376" "905" "1718" 0 0 0 1 0
"22389" "905" "2015" 0 0 0 1 0
"22394" "906" "143" 0 0 0 0 1
"22407" "906" "436" 0 0 0 0 1
"22432" "906" "1281" 0 0 1 0 0
"22443" "906" "1729" 0 0 0 0 1
"22454" "906" "2083" 0 1 0 0 0
"22481" "908" "1393" 0 1 0 0 0
"22484" "908" "1564" 0 0 0 1 0
"22485" "908" "1879" 0 0 0 1 0
"22514" "910" "178" 0 0 0 0 1
"22515" "910" "182" 0 0 0 0 1
"22527" "910" "1196" 0 0 0 0 1
"22541" "910" "1956" 0 0 0 1 0
"22543" "910" "2052" 0 0 0 0 1
"22545" "910" "2147" 0 0 0 0 1
"22552" "911" "453" 0 0 0 1 0
"22564" "911" "1317" 0 0 1 0 0
"22592" "912" "1158" 0 1 0 0 0
"22636" "914" "1594" 0 0 0 1 0
"22637" "914" "1701" 1 0 0 0 0
"22667" "916" "701" 0 0 1 0 0
"22692" "917" "817" 0 0 0 0 1
"22704" "918" "140" 0 0 0 0 1
"22723" "918" "1322" 0 1 0 0 0
"22748" "920" "66" 0 0 0 1 0
"22769" "921" "1243" 0 0 0 0 1
"22771" "921" "1505" 0 0 1 0 0
"22781" "921" "2067" 0 1 0 0 0
"22809" "923" "281" 0 0 1 0 0
"22811" "923" "827" 0 0 1 0 0
"22828" "924" "309" 0 0 0 0 1
"22847" "924" "1371" 0 0 0 0 1
"22855" "924" "1917" 0 0 1 0 0
"22863" "925" "64" 0 0 1 0 0
"22941" "927" "693" 0 0 1 0 0
"23007" "929" "2116" 0 0 0 1 0
"23009" "930" "57" 0 0 0 1 0
"23013" "930" "90" 0 1 0 0 0
"23098" "932" "1138" 0 0 1 0 0
"23100" "932" "1337" 0 0 0 1 0
"23105" "932" "1564" 0 0 0 1 0
"23128" "934" "252" 0 0 0 0 1
"23151" "934" "987" 0 0 1 0 0
"23165" "934" "1659" 0 0 1 0 0
"23173" "934" "1841" 0 0 0 0 1
"23198" "935" "1500" 0 0 0 0 1
"23260" "939" "2116" 0 0 0 0 1
"23264" "940" "297" 0 0 1 0 0
"23267" "940" "436" 0 0 0 0 1
"23301" "940" "1964" 0 0 1 0 0
"23321" "942" "575" 0 0 0 1 0
"23327" "942" "1018" 0 1 0 0 0
"23347" "943" "426" 0 0 1 0 0
"23349" "943" "474" 0 1 0 0 0
"23404" "944" "1899" 1 0 0 0 0
"23425" "946" "1123" 0 0 0 1 0
"23436" "947" "135" 1 0 0 0 0
"23478" "948" "1283" 0 0 0 0 1
"23484" "948" "1457" 0 0 0 1 0
"23497" "948" "1895" 0 0 1 0 0
"23510" "949" "1154" 0 0 0 1 0
"23519" "950" "613" 0 1 0 0 0
"23526" "950" "1029" 0 0 1 0 0
"23528" "950" "1155" 0 0 1 0 0
"23529" "950" "1173" 0 1 0 0 0
"23532" "950" "1420" 0 0 0 1 0
"23545" "950" "1945" 0 0 1 0 0
"23548" "950" "2079" 0 0 1 0 0
"23553" "951" "432" 0 0 1 0 0
"23561" "951" "1925" 0 0 0 0 1
"23567" "952" "1666" 0 0 0 0 1
"23574" "953" "65" 0 0 0 1 0
"23588" "954" "117" 0 0 0 1 0
"23597" "954" "899" 1 0 0 0 0
"23601" "954" "1317" 0 1 0 0 0
"23609" "955" "307" 0 0 0 1 0
"23614" "955" "827" 0 0 0 0 1
"23651" "957" "304" 1 0 0 0 0
"23669" "958" "474" 0 0 1 0 0
"23707" "959" "778" 0 0 0 0 1
"23720" "959" "1175" 0 0 0 1 0
"23743" "960" "260" 0 0 0 1 0
"23767" "960" "1219" 0 0 0 1 0
"23803" "961" "1123" 0 0 0 0 1
"23826" "962" "782" 0 1 0 0 0
"23833" "962" "1173" 0 0 0 0 1
"23855" "962" "1925" 0 1 0 0 0
"23863" "963" "17" 0 0 0 1 0
"23873" "963" "1504" 0 0 1 0 0
"23880" "964" "501" 0 0 0 0 1
"23892" "964" "1275" 0 0 1 0 0
"23900" "964" "2097" 0 1 0 0 0
"23918" "966" "1275" 0 0 0 1 0
"23958" "968" "742" 0 0 1 0 0
"23978" "968" "1676" 0 0 0 1 0
"23980" "968" "1701" 0 0 0 1 0
"24000" "969" "737" 0 0 0 1 0
"24007" "969" "1275" 0 0 0 1 0
"24040" "970" "1760" 0 0 1 0 0
"24042" "970" "1900" 0 0 0 1 0
"24043" "970" "1925" 0 1 0 0 0
"24063" "971" "1587" 1 0 0 0 0
"24081" "972" "369" 0 0 0 0 1
"24089" "972" "856" 1 0 0 0 0
"24095" "972" "1275" 0 0 1 0 0
"24112" "973" "1207" 0 0 0 0 1
"24122" "974" "204" 0 1 0 0 0
"24200" "975" "781" 0 0 0 1 0
"24259" "979" "56" 0 1 0 0 0
"24274" "979" "1301" 1 0 0 0 0
"24280" "980" "17" 0 0 0 0 1
"24287" "980" "1002" 0 0 0 0 1
"24290" "980" "1123" 0 0 0 1 0
"24294" "980" "1361" 0 0 0 0 1
"24320" "982" "1492" 1 0 0 0 0
"24327" "983" "82" 0 0 0 0 1
"24342" "983" "1126" 1 0 0 0 0
"24377" "986" "275" 0 0 0 1 0
"24429" "989" "1115" 0 0 0 1 0
"24436" "989" "1587" 0 0 1 0 0
"24447" "990" "347" 0 0 0 1 0
"24452" "990" "702" 0 0 0 0 1
"24465" "990" "1391" 0 0 1 0 0
"24475" "990" "1887" 0 1 0 0 0
"24478" "990" "2043" 0 0 1 0 0
"24481" "990" "2079" 1 0 0 0 0
"24494" "991" "696" 0 0 0 1 0
"24528" "992" "1207" 0 0 1 0 0
"24542" "993" "474" 0 1 0 0 0
"24613" "997" "361" 0 0 1 0 0
"24650" "998" "583" 0 1 0 0 0
"24661" "998" "1817" 0 0 1 0 0
"24687" "1000" "2079" 1 0 0 0 0
"24715" "1002" "1887" 0 0 1 0 0
"24718" "1002" "2043" 0 0 0 0 1
"24730" "1003" "1919" 0 0 0 0 1
"24759" "1005" "1502" 0 0 0 0 1
"24783" "1006" "1056" 0 0 0 1 0
"24861" "1009" "945" 0 0 1 0 0
"24864" "1009" "1028" 0 0 0 1 0
"24868" "1009" "1241" 0 0 1 0 0
"24879" "1009" "1739" 0 0 0 1 0
"24897" "1010" "626" 0 0 1 0 0
"24904" "1010" "1250" 1 0 0 0 0
"24906" "1010" "1356" 0 0 0 1 0
"24908" "1010" "1645" 0 0 0 0 1
"24967" "1013" "1159" 0 0 0 1 0
"24987" "1014" "1425" 0 0 0 1 0
"24999" "1015" "429" 0 0 0 1 0
"25000" "1015" "441" 0 1 0 0 0
"25005" "1015" "714" 0 0 1 0 0
"25074" "1016" "1776" 0 0 0 1 0
"25080" "1016" "2045" 0 0 1 0 0
"25089" "1017" "1172" 1 0 0 0 0
"25090" "1017" "1780" 1 0 0 0 0
"25132" "1020" "1203" 1 0 0 0 0
"25146" "1022" "72" 0 1 0 0 0
"25153" "1022" "296" 0 0 0 0 1
"25198" "1022" "1877" 0 0 1 0 0
"25205" "1022" "2034" 0 0 0 0 1
"25219" "1023" "659" 0 1 0 0 0
"25234" "1023" "1816" 1 0 0 0 0
"25241" "1024" "561" 0 0 0 0 1
"25266" "1025" "621" 1 0 0 0 0
"25276" "1025" "1842" 0 1 0 0 0
"25279" "1025" "1939" 1 0 0 0 0
"25297" "1026" "1780" 0 1 0 0 0
"25336" "1030" "538" 1 0 0 0 0
"25340" "1030" "1018" 0 0 0 1 0
"25353" "1031" "873" 0 0 1 0 0
"25390" "1033" "1056" 0 0 0 1 0
"25396" "1033" "2108" 0 0 1 0 0
"25427" "1036" "102" 1 0 0 0 0
"25466" "1037" "690" 0 0 1 0 0
"25469" "1037" "827" 0 0 0 1 0
"25479" "1037" "1579" 0 0 0 0 1
"25505" "1039" "67" 0 0 0 1 0
"25514" "1039" "307" 0 0 0 0 1
"25537" "1039" "1579" 0 0 1 0 0
"25547" "1039" "2004" 0 0 0 1 0
"25601" "1041" "1643" 0 1 0 0 0
"25708" "1047" "150" 0 0 1 0 0
"25724" "1047" "805" 0 1 0 0 0
"25753" "1048" "240" 0 0 0 0 1
"25760" "1048" "672" 0 0 1 0 0
"25771" "1048" "1587" 0 0 1 0 0
"25781" "1048" "1939" 0 1 0 0 0
"25799" "1049" "1094" 0 0 1 0 0
"25807" "1049" "1904" 0 0 0 0 1
"25825" "1050" "842" 0 1 0 0 0
"25834" "1051" "53" 1 0 0 0 0
"25882" "1052" "693" 0 1 0 0 0
"25917" "1053" "453" 1 0 0 0 0
"25937" "1053" "1711" 0 0 0 1 0
"25970" "1055" "436" 0 1 0 0 0
"25990" "1055" "1281" 0 0 1 0 0
"26057" "1058" "693" 0 0 0 0 1
"26066" "1058" "1028" 0 0 1 0 0
"26069" "1058" "1223" 0 0 1 0 0
"26071" "1058" "1277" 0 0 1 0 0
"26093" "1059" "366" 0 0 1 0 0
"26103" "1059" "1295" 0 0 1 0 0
"26105" "1059" "1361" 0 0 0 1 0
"26106" "1059" "1371" 0 0 0 1 0
"26142" "1060" "1513" 0 0 0 0 1
