"userID" "itemID" "r1" "r2" "r3" "r4" "r5"
"1351" "59" "972" 0 0 0 1 0
"5077" "190" "460" 0 0 0 0 1
"560" "38" "621" 0 0 0 0 1
"7867" "290" "305" 0 0 1 0 0
"3073" "128" "202" 1 0 0 0 0
"6242" "226" "1687" 0 1 0 0 0
"3706" "147" "1187" 0 0 0 0 1
"7000" "255" "2160" 0 0 0 0 1
"7507" "277" "296" 0 0 1 0 0
"7844" "289" "297" 0 0 0 1 0
"9069" "340" "782" 0 0 0 1 0
"5248" "194" "1564" 0 0 1 0 0
"8625" "325" "688" 0 0 1 0 0
"5047" "188" "1840" 0 0 0 0 1
"4109" "157" "119" 0 0 0 0 1
"3082" "128" "440" 1 0 0 0 0
"7637" "281" "989" 0 0 0 1 0
"7415" "274" "1301" 0 0 0 0 1
"127" "16" "1019" 0 0 0 1 0
"8568" "322" "1087" 1 0 0 0 0
"3865" "151" "147" 0 0 0 1 0
"6182" "225" "828" 0 0 0 0 1
"3067" "127" "1564" 0 1 0 0 0
"4686" "176" "526" 0 0 0 0 1
"7915" "292" "790" 0 0 0 1 0
"317" "33" "205" 1 0 0 0 0
"1745" "72" "440" 0 0 1 0 0
"6061" "220" "143" 0 0 1 0 0
"430" "35" "1554" 1 0 0 0 0
"1887" "76" "587" 0 0 1 0 0
"1538" "64" "1817" 0 0 0 1 0
"8955" "336" "1748" 0 0 1 0 0
"7803" "287" "251" 0 0 1 0 0
"4871" "180" "1594" 0 0 1 0 0
"9324" "348" "1176" 0 0 0 0 1
"2950" "121" "626" 0 0 0 0 1
"9030" "338" "704" 0 0 0 1 0
"4980" "184" "1948" 0 0 0 0 1
"4077" "155" "802" 0 0 0 1 0
"5533" "203" "900" 0 0 0 1 0
"7755" "285" "1056" 0 0 1 0 0
"385" "34" "171" 0 1 0 0 0
"482" "36" "1576" 0 0 0 1 0
"7264" "268" "2079" 0 0 0 1 0
"1844" "75" "150" 0 1 0 0 0
"5793" "211" "1699" 1 0 0 0 0
"7925" "292" "1840" 0 0 0 0 1
"28" "4" "1564" 0 0 1 0 0
"6267" "227" "827" 0 0 0 1 0
"9625" "363" "669" 0 0 0 0 1
"2215" "86" "1185" 0 0 1 0 0
"7529" "277" "1050" 0 0 1 0 0
"150" "22" "304" 0 0 0 0 1
"5518" "202" "2050" 0 1 0 0 0
"1558" "65" "1376" 0 0 0 0 1
"782" "44" "1629" 0 0 0 1 0
"5752" "210" "2087" 0 0 0 0 1
"6703" "244" "1126" 0 0 1 0 0
"6254" "227" "143" 0 0 0 0 1
"1737" "72" "223" 0 0 1 0 0
"1101" "51" "1241" 0 1 0 0 0
"8334" "310" "2083" 0 0 0 0 1
"156" "22" "646" 0 0 1 0 0
"168" "22" "1687" 0 0 0 0 1
"8282" "308" "2079" 0 1 0 0 0
"4406" "167" "1338" 0 0 1 0 0
"7589" "279" "2097" 1 0 0 0 0
"5142" "192" "622" 0 0 0 1 0
"1935" "78" "41" 0 1 0 0 0
"9851" "372" "369" 0 1 0 0 0
"5661" "207" "827" 0 0 0 1 0
"1490" "63" "230" 0 0 0 0 1
"9901" "372" "1782" 0 1 0 0 0
"5480" "201" "1357" 0 0 1 0 0
"2354" "93" "1180" 0 0 0 0 1
"6585" "240" "1784" 0 0 1 0 0
"1294" "57" "1029" 0 1 0 0 0
"7609" "280" "1187" 0 0 0 1 0
"4620" "174" "264" 0 0 0 1 0
"8709" "328" "647" 0 0 0 0 1
"8011" "295" "1028" 0 0 1 0 0
"54" "9" "269" 0 0 0 0 1
"3069" "127" "1589" 0 0 0 1 0
"9273" "347" "305" 1 0 0 0 0
"4730" "177" "1699" 0 0 0 0 1
"1177" "53" "1391" 0 0 0 1 0
"5821" "212" "1003" 0 0 0 1 0
"2629" "106" "626" 0 0 0 1 0
"3246" "131" "624" 0 0 0 0 1
"1423" "61" "1250" 1 0 0 0 0
"3997" "153" "1717" 0 0 1 0 0
"2206" "86" "897" 0 0 1 0 0
"4759" "178" "1594" 0 0 1 0 0
"2924" "119" "362" 1 0 0 0 0
"9951" "374" "1191" 1 0 0 0 0
"7303" "271" "82" 0 0 1 0 0
"6784" "246" "1939" 0 0 0 1 0
"2677" "108" "1504" 1 0 0 0 0
"2716" "110" "964" 1 0 0 0 0
"1818" "73" "2052" 1 0 0 0 0
"7906" "292" "17" 0 0 0 1 0
"8086" "298" "622" 0 0 0 1 0
"4011" "154" "150" 1 0 0 0 0
"697" "43" "595" 0 0 1 0 0
"8308" "310" "1059" 0 0 0 0 1
"2767" "113" "61" 0 0 1 0 0
"7363" "273" "1127" 0 0 0 1 0
"9711" "366" "1081" 0 1 0 0 0
"7853" "289" "1284" 0 0 1 0 0
"5061" "189" "849" 0 1 0 0 0
"3192" "130" "1097" 0 0 1 0 0
"4872" "180" "1667" 0 1 0 0 0
"3015" "124" "99" 0 0 0 1 0
"710" "43" "1314" 0 0 0 1 0
"266" "31" "1314" 0 0 0 0 1
"3785" "149" "151" 0 1 0 0 0
"1780" "72" "1701" 0 1 0 0 0
"812" "45" "787" 0 0 0 1 0
"1670" "70" "171" 1 0 0 0 0
"4129" "157" "1807" 0 0 1 0 0
"2686" "109" "119" 0 0 1 0 0
"9156" "344" "48" 0 0 0 0 1
"6597" "241" "609" 0 0 0 0 1
"2546" "102" "438" 0 0 0 1 0
"6750" "245" "1649" 0 0 1 0 0
"2743" "111" "1349" 0 0 0 0 1
"5319" "196" "128" 0 0 0 1 0
"6515" "238" "624" 0 0 0 1 0
"5098" "190" "1904" 0 0 0 0 1
"895" "47" "855" 0 0 1 0 0
"458" "36" "570" 0 0 0 1 0
"9826" "370" "2055" 1 0 0 0 0
"5739" "210" "621" 0 0 0 1 0
"1249" "56" "24" 0 1 0 0 0
"3770" "148" "1736" 0 0 0 0 1
"9620" "363" "352" 0 0 0 1 0
"2572" "103" "587" 0 0 0 0 1
"8284" "308" "2121" 0 1 0 0 0
"8620" "325" "499" 0 1 0 0 0
"6231" "226" "1155" 1 0 0 0 0
"2058" "80" "1574" 0 0 1 0 0
"2978" "122" "687" 0 0 0 1 0
"2806" "113" "2125" 0 0 0 1 0
"9060" "340" "363" 0 0 0 0 1
"899" "47" "922" 0 0 0 0 1
"4013" "154" "296" 0 1 0 0 0
"8173" "302" "1050" 0 1 0 0 0
"9686" "365" "1711" 0 0 0 1 0
"2166" "85" "382" 0 0 0 1 0
"5908" "214" "1736" 0 0 0 0 1
"6259" "227" "361" 0 0 1 0 0
"4209" "159" "1904" 0 0 0 1 0
"8523" "320" "70" 0 1 0 0 0
"3236" "131" "182" 0 0 1 0 0
"9986" "377" "294" 0 1 0 0 0
"5097" "190" "1881" 1 0 0 0 0
"3222" "130" "1817" 0 0 1 0 0
"1843" "75" "102" 0 1 0 0 0
"6390" "234" "66" 0 0 0 0 1
"2146" "84" "503" 1 0 0 0 0
"6043" "218" "1397" 0 0 1 0 0
"5701" "208" "305" 0 1 0 0 0
"1217" "55" "598" 0 0 0 1 0
"3720" "148" "27" 0 0 0 1 0
"9614" "363" "150" 1 0 0 0 0
"546" "37" "1923" 1 0 0 0 0
"8060" "297" "150" 0 0 0 1 0
"760" "44" "883" 0 0 0 0 1
"6566" "240" "732" 0 0 0 0 1
"4876" "180" "1898" 0 0 1 0 0
"8810" "331" "1050" 0 1 0 0 0
"2894" "117" "1022" 1 0 0 0 0
"4313" "164" "1521" 1 0 0 0 0
"7964" "294" "624" 0 0 0 0 1
"5475" "201" "1250" 1 0 0 0 0
"846" "45" "1887" 0 1 0 0 0
"1593" "66" "1784" 0 0 0 1 0
"3942" "152" "903" 1 0 0 0 0
"2601" "105" "171" 1 0 0 0 0
"8235" "307" "1018" 0 0 0 0 1
"36" "6" "854" 0 0 0 0 1
"9577" "360" "2052" 0 0 1 0 0
"4123" "157" "1482" 0 1 0 0 0
"4796" "179" "719" 0 0 0 0 1
"123" "16" "460" 0 0 0 0 1
"9596" "362" "1002" 1 0 0 0 0
"6109" "222" "1400" 0 0 0 0 1
"7205" "265" "1554" 0 0 1 0 0
"553" "38" "98" 0 1 0 0 0
"5172" "193" "205" 0 0 0 1 0
"68" "10" "642" 0 1 0 0 0
"307" "32" "1907" 0 0 1 0 0
"2639" "106" "1161" 0 0 0 1 0
"661" "42" "979" 0 0 1 0 0
"2958" "121" "1250" 0 0 0 1 0
"9570" "360" "1356" 0 0 1 0 0
"9894" "372" "1594" 0 0 0 1 0
"1269" "56" "972" 1 0 0 0 0
"5286" "195" "973" 0 0 0 0 1
"7333" "272" "111" 0 1 0 0 0
"3419" "137" "613" 1 0 0 0 0
"3104" "128" "1038" 1 0 0 0 0
"3540" "141" "1198" 0 0 1 0 0
"1883" "76" "426" 0 0 0 0 1
"4484" "170" "1500" 0 0 0 0 1
"1707" "71" "1241" 0 1 0 0 0
"3242" "131" "475" 0 0 0 0 1
"9733" "367" "1845" 0 0 1 0 0
"2475" "99" "1502" 1 0 0 0 0
"2637" "106" "989" 0 0 0 1 0
"9567" "360" "1049" 0 0 0 1 0
"1619" "67" "1173" 1 0 0 0 0
"9228" "346" "603" 0 0 1 0 0
"6574" "240" "1203" 0 0 0 0 1
"3483" "139" "1437" 0 0 0 1 0
"5777" "211" "964" 0 0 0 0 1
"9696" "365" "2147" 1 0 0 0 0
"515" "37" "687" 0 1 0 0 0
"573" "38" "1919" 0 0 0 0 1
"8042" "296" "1056" 0 1 0 0 0
"9456" "355" "1155" 0 0 0 1 0
"9994" "377" "655" 0 0 1 0 0
"1406" "60" "1458" 1 0 0 0 0
"7504" "277" "204" 0 0 0 0 1
"3312" "133" "826" 0 1 0 0 0
"3791" "149" "474" 0 0 1 0 0
"674" "42" "2064" 0 1 0 0 0
"5239" "194" "750" 0 0 1 0 0
"6941" "253" "1709" 1 0 0 0 0
"689" "43" "354" 0 0 1 0 0
"4873" "180" "1731" 1 0 0 0 0
"9050" "339" "1756" 1 0 0 0 0
"3970" "152" "1948" 0 0 0 1 0
"9110" "341" "1722" 0 0 0 0 1
"2644" "106" "1302" 0 0 1 0 0
"5715" "208" "1688" 0 0 1 0 0
"9377" "349" "1602" 0 1 0 0 0
"4699" "176" "1185" 0 0 1 0 0
"434" "35" "1802" 0 0 0 0 1
"8141" "301" "378" 0 0 1 0 0
"6677" "243" "1513" 0 0 0 0 1
"2915" "118" "1645" 0 0 0 0 1
"6906" "252" "866" 0 0 1 0 0
"9944" "374" "864" 0 0 1 0 0
"1822" "74" "182" 0 0 0 1 0
"8324" "310" "1879" 0 0 0 0 1
"7250" "268" "366" 0 0 0 0 1
"4845" "180" "455" 0 0 0 1 0
"5257" "195" "52" 1 0 0 0 0
"5175" "193" "304" 1 0 0 0 0
"9971" "375" "1686" 0 1 0 0 0
"2527" "101" "881" 0 0 1 0 0
"9964" "375" "446" 0 0 0 1 0
"1374" "59" "1755" 0 0 1 0 0
"169" "22" "1774" 0 0 0 0 1
"7828" "288" "1049" 0 1 0 0 0
"2662" "107" "1672" 0 1 0 0 0
"5427" "199" "1730" 0 1 0 0 0
"6540" "239" "397" 0 0 1 0 0
"7347" "273" "34" 0 0 0 1 0
"9972" "376" "82" 0 0 0 0 1
"6893" "251" "1356" 0 0 1 0 0
"1942" "78" "503" 0 1 0 0 0
"9111" "341" "1784" 0 1 0 0 0
"6695" "244" "702" 0 1 0 0 0
"937" "48" "613" 0 1 0 0 0
"773" "44" "1314" 0 0 1 0 0
"9383" "349" "1659" 0 0 0 0 1
"6021" "218" "375" 0 1 0 0 0
"4322" "165" "989" 0 0 0 1 0
"5145" "192" "881" 0 0 0 0 1
"2760" "112" "1382" 0 0 0 0 1
"6915" "252" "1797" 0 0 0 1 0
"1785" "72" "1827" 0 0 1 0 0
"4093" "155" "1763" 0 1 0 0 0
"4288" "162" "1809" 0 0 0 0 1
"7947" "293" "1956" 0 0 0 0 1
"4554" "172" "693" 1 0 0 0 0
"4035" "154" "1126" 0 1 0 0 0
"5046" "188" "1780" 0 0 0 1 0
"3444" "137" "1998" 0 0 1 0 0
"3102" "128" "987" 0 0 0 0 1
"4061" "155" "102" 0 0 1 0 0
"5840" "212" "1788" 0 1 0 0 0
"4727" "177" "1346" 0 0 0 1 0
"4433" "168" "1607" 0 0 0 0 1
"3044" "126" "224" 0 1 0 0 0
"5045" "188" "1755" 0 0 0 1 0
"4126" "157" "1709" 0 0 0 0 1
"9858" "372" "588" 0 0 1 0 0
"643" "41" "1984" 1 0 0 0 0
"7801" "286" "2052" 0 0 0 1 0
"1086" "51" "827" 0 0 0 1 0
"4396" "167" "823" 0 1 0 0 0
"6422" "235" "875" 0 0 0 1 0
"451" "36" "137" 0 0 1 0 0
"5742" "210" "829" 0 0 0 0 1
"5334" "196" "828" 1 0 0 0 0
"7036" "257" "1504" 0 1 0 0 0
"3590" "143" "630" 0 0 0 1 0
"6028" "218" "734" 0 0 0 0 1
"8218" "306" "1127" 0 0 0 1 0
"5901" "214" "1243" 1 0 0 0 0
"4776" "179" "67" 0 0 0 0 1
"613" "41" "613" 0 1 0 0 0
"2567" "103" "358" 0 1 0 0 0
"4327" "165" "1956" 0 0 0 1 0
"7001" "256" "57" 1 0 0 0 0
"4468" "170" "888" 0 0 0 0 1
"9928" "374" "102" 0 1 0 0 0
"5883" "214" "67" 0 0 0 1 0
"7974" "294" "1011" 0 0 1 0 0
"212" "28" "17" 0 0 0 0 1
"2336" "92" "1271" 0 0 1 0 0
"4124" "157" "1523" 0 0 0 1 0
"7694" "283" "1123" 1 0 0 0 0
"2196" "86" "530" 0 0 1 0 0
"5337" "196" "945" 0 0 1 0 0
"6975" "254" "1925" 0 0 1 0 0
"1158" "53" "675" 0 0 1 0 0
"6356" "232" "1084" 0 0 1 0 0
"9441" "354" "419" 0 0 0 1 0
"6946" "253" "1939" 0 0 0 1 0
"3094" "128" "827" 0 0 0 0 1
"4373" "166" "1471" 0 0 1 0 0
"7765" "285" "1749" 0 1 0 0 0
"726" "43" "1731" 0 0 0 1 0
"3240" "131" "420" 1 0 0 0 0
"121" "15" "2092" 0 0 0 0 1
"4846" "180" "489" 0 1 0 0 0
"8741" "328" "1749" 1 0 0 0 0
"6139" "223" "1709" 0 0 1 0 0
"1661" "69" "1192" 0 0 1 0 0
"5238" "194" "366" 0 0 0 1 0
"2397" "95" "112" 0 1 0 0 0
"9191" "345" "363" 0 0 0 0 1
"829" "45" "1412" 0 0 0 0 1
"4946" "183" "1180" 0 0 0 1 0
"3203" "130" "1314" 0 0 1 0 0
"9903" "372" "1808" 0 0 0 1 0
"5629" "206" "1482" 0 0 0 1 0
"80" "12" "499" 0 0 1 0 0
"1453" "62" "827" 0 0 1 0 0
"9126" "342" "1780" 0 0 0 0 1
"9293" "347" "1263" 1 0 0 0 0
"5015" "186" "2121" 0 0 0 1 0
"1375" "59" "1782" 1 0 0 0 0
"7896" "291" "538" 1 0 0 0 0
"2140" "84" "67" 0 0 0 1 0
"2595" "104" "1587" 0 0 0 1 0
"2673" "108" "1155" 1 0 0 0 0
"4782" "179" "217" 0 1 0 0 0
"9450" "354" "2092" 0 0 0 1 0
"790" "44" "2070" 1 0 0 0 0
"4004" "153" "2149" 0 0 0 0 1
"8980" "337" "593" 0 0 0 0 1
"7448" "275" "435" 0 0 0 0 1
"3752" "148" "1106" 0 0 1 0 0
"7458" "275" "715" 0 0 1 0 0
"8293" "309" "2079" 0 1 0 0 0
"6246" "226" "1827" 0 0 0 1 0
"2401" "95" "673" 0 0 0 0 1
"2039" "80" "854" 0 0 1 0 0
"8280" "308" "1984" 1 0 0 0 0
"8344" "311" "659" 0 0 0 1 0
"7739" "285" "150" 0 0 0 0 1
"8285" "309" "273" 0 1 0 0 0
"7862" "290" "102" 0 1 0 0 0
"885" "47" "238" 0 0 0 1 0
"2339" "92" "1468" 0 1 0 0 0
"6376" "233" "1011" 0 0 0 0 1
"7176" "265" "214" 0 0 0 1 0
"2395" "94" "1978" 0 0 1 0 0
"5545" "203" "1649" 0 0 0 1 0
"9252" "346" "1612" 0 0 0 1 0
"9969" "375" "1258" 0 0 0 0 1
"7204" "265" "1537" 1 0 0 0 0
"3135" "129" "309" 0 0 0 0 1
"9388" "349" "1827" 0 0 1 0 0
"3083" "128" "446" 0 0 0 1 0
"2147" "84" "570" 0 0 1 0 0
"2179" "85" "1622" 1 0 0 0 0
"2047" "80" "1266" 0 0 0 0 1
"6772" "246" "959" 1 0 0 0 0
"9236" "346" "945" 0 0 0 0 1
"1338" "59" "693" 0 0 0 1 0
"1139" "52" "1117" 0 0 0 0 1
"5966" "216" "474" 0 0 1 0 0
"6855" "248" "2002" 0 0 1 0 0
"3835" "150" "971" 0 0 0 1 0
"4229" "160" "687" 0 0 0 1 0
"8387" "313" "918" 1 0 0 0 0
"1540" "64" "2048" 0 0 0 1 0
"6114" "222" "1780" 1 0 0 0 0
"5534" "203" "911" 0 1 0 0 0
"1063" "50" "2019" 0 0 1 0 0
"9965" "375" "602" 0 0 1 0 0
"5162" "192" "2079" 0 0 1 0 0
"3855" "150" "2068" 0 0 0 1 0
"4570" "172" "1126" 1 0 0 0 0
"2320" "91" "1383" 0 0 1 0 0
"2985" "122" "1246" 1 0 0 0 0
"1175" "53" "1314" 0 0 0 1 0
"777" "44" "1495" 0 0 0 0 1
"2473" "99" "1393" 1 0 0 0 0
"1484" "62" "2070" 0 0 0 0 1
"3308" "133" "474" 0 0 0 0 1
"6279" "227" "1521" 0 1 0 0 0
"2353" "93" "1110" 0 1 0 0 0
"1044" "50" "1314" 0 0 0 0 1
"5176" "193" "361" 0 0 0 0 1
"8" "3" "13" 0 0 0 0 1
"2347" "93" "155" 0 0 0 1 0
"1194" "54" "852" 0 0 1 0 0
"8736" "328" "1594" 0 0 1 0 0
"2891" "117" "682" 0 0 1 0 0
"9504" "357" "1797" 0 1 0 0 0
"2586" "104" "474" 0 0 1 0 0
"4465" "170" "630" 0 0 0 0 1
"2643" "106" "1275" 0 0 0 0 1
"306" "32" "1900" 1 0 0 0 0
"7789" "286" "1002" 1 0 0 0 0
"1567" "66" "82" 0 0 0 1 0
"1313" "58" "1564" 0 1 0 0 0
"5314" "195" "1992" 0 0 0 1 0
"4855" "180" "827" 0 0 0 0 1
"9560" "360" "664" 0 0 1 0 0
"9360" "349" "969" 0 0 0 1 0
"7225" "266" "1284" 0 0 0 1 0
"947" "48" "972" 0 0 0 0 1
"7893" "290" "2160" 0 0 0 1 0
"6898" "251" "1797" 0 0 1 0 0
"9468" "356" "494" 0 0 0 0 1
"3002" "123" "1000" 0 0 1 0 0
"9781" "370" "67" 0 0 0 0 1
"7335" "272" "732" 0 0 1 0 0
"3237" "131" "228" 0 0 1 0 0
"4967" "184" "468" 0 0 0 0 1
"8642" "325" "1457" 0 0 1 0 0
"5196" "193" "883" 0 0 1 0 0
"5347" "196" "1310" 0 0 1 0 0
"4074" "155" "655" 0 0 1 0 0
"6760" "246" "119" 0 0 0 1 0
"3577" "142" "1382" 0 0 0 0 1
"2363" "93" "2068" 0 0 1 0 0
"6482" "236" "1919" 0 0 0 1 0
"1322" "59" "128" 0 0 0 1 0
"4770" "178" "1998" 0 1 0 0 0
"9379" "349" "1615" 1 0 0 0 0
"8412" "314" "1203" 0 1 0 0 0
"7068" "258" "1355" 0 0 0 1 0
"3712" "147" "1763" 1 0 0 0 0
"1764" "72" "1038" 0 0 1 0 0
"6145" "224" "183" 0 0 1 0 0
"1046" "50" "1468" 0 1 0 0 0
"1444" "62" "440" 0 0 0 1 0
"2884" "116" "1834" 0 1 0 0 0
"4707" "176" "1802" 0 1 0 0 0
"2795" "113" "1587" 0 0 1 0 0
"3468" "138" "2116" 0 0 1 0 0
"7551" "277" "1877" 1 0 0 0 0
"8656" "326" "19" 0 1 0 0 0
"2538" "101" "2002" 0 0 0 1 0
"3329" "134" "82" 0 0 0 1 0
"9401" "350" "542" 1 0 0 0 0
"8953" "336" "1530" 0 0 0 1 0
"5666" "207" "897" 0 1 0 0 0
"6397" "235" "118" 0 0 0 0 1
"5600" "204" "1668" 0 0 1 0 0
"2372" "94" "214" 0 0 0 0 1
"1499" "63" "1049" 0 0 0 1 0
"6236" "226" "1443" 0 0 0 0 1
"4581" "172" "1607" 0 1 0 0 0
"2872" "116" "453" 0 0 1 0 0
"2556" "102" "1276" 0 1 0 0 0
"158" "22" "687" 0 0 0 1 0
"9306" "347" "2100" 0 0 0 0 1
"8111" "299" "1760" 1 0 0 0 0
"2868" "116" "125" 1 0 0 0 0
"3352" "134" "989" 0 1 0 0 0
"3730" "148" "230" 0 0 0 1 0
"6746" "245" "1416" 0 0 0 0 1
"2727" "110" "1748" 0 0 1 0 0
"9427" "352" "2100" 0 0 0 0 1
"8546" "321" "827" 0 0 0 0 1
"6221" "226" "946" 0 0 1 0 0
"8604" "324" "918" 0 0 1 0 0
"4183" "159" "972" 0 0 0 1 0
"842" "45" "1776" 0 1 0 0 0
"2936" "119" "1396" 0 1 0 0 0
"5034" "188" "736" 0 0 0 0 1
"4943" "183" "897" 0 1 0 0 0
"149" "22" "205" 0 0 0 0 1
"9999" "377" "806" 0 0 0 1 0
"9922" "373" "1354" 0 0 0 1 0
"8875" "333" "2097" 1 0 0 0 0
"2702" "109" "1739" 0 1 0 0 0
"7863" "290" "151" 0 0 1 0 0
"7227" "266" "1537" 0 0 0 1 0
"7210" "265" "1755" 0 0 0 1 0
"563" "38" "761" 0 0 0 0 1
"5785" "211" "1382" 0 0 0 1 0
"3884" "151" "900" 0 0 0 1 0
"1945" "78" "603" 0 0 0 0 1
"4319" "165" "438" 0 0 0 0 1
"8677" "326" "1701" 0 0 1 0 0
"5962" "216" "182" 0 0 0 0 1
"588" "40" "157" 0 0 0 1 0
"9967" "375" "932" 0 0 0 0 1
"8847" "332" "1579" 0 0 0 0 1
"6630" "242" "236" 0 1 0 0 0
"7795" "286" "1666" 0 0 0 1 0
"5771" "211" "630" 0 0 1 0 0
"2142" "84" "249" 0 0 0 1 0
"3076" "128" "260" 0 1 0 0 0
"5180" "193" "436" 0 0 0 0 1
"7037" "257" "1536" 1 0 0 0 0
"731" "43" "1874" 0 0 0 0 1
"1307" "58" "817" 0 0 0 1 0
"8441" "315" "1284" 1 0 0 0 0
"7392" "274" "454" 1 0 0 0 0
"8058" "296" "2121" 0 0 1 0 0
"8181" "303" "65" 0 0 0 0 1
"8839" "332" "772" 0 1 0 0 0
"2151" "84" "903" 0 0 1 0 0
"45" "7" "1802" 0 0 0 0 1
"835" "45" "1597" 0 0 0 1 0
"8663" "326" "352" 0 1 0 0 0
"1116" "51" "1747" 0 0 0 0 1
"2184" "85" "1818" 0 1 0 0 0
"6977" "255" "82" 0 0 0 1 0
"3403" "136" "1504" 0 0 0 1 0
"6395" "235" "67" 0 0 0 1 0
"2981" "122" "787" 0 0 0 1 0
"9744" "368" "554" 0 1 0 0 0
"8929" "335" "2100" 0 0 1 0 0
"8196" "304" "1126" 0 0 0 1 0
"4769" "178" "1975" 0 0 0 0 1
"822" "45" "1201" 1 0 0 0 0
"3930" "152" "489" 0 0 1 0 0
"8325" "310" "1887" 0 0 1 0 0
"9292" "347" "1207" 0 0 0 0 1
"1692" "71" "593" 0 0 0 0 1
"2989" "122" "1570" 0 0 1 0 0
"1458" "62" "936" 0 1 0 0 0
"1442" "62" "367" 0 0 0 1 0
"7986" "294" "2036" 0 0 1 0 0
"377" "33" "1776" 0 0 0 1 0
"2214" "86" "1175" 0 0 0 1 0
"7318" "271" "939" 0 0 1 0 0
"4340" "166" "230" 0 0 0 1 0
"4725" "177" "1284" 0 1 0 0 0
"8270" "308" "1208" 0 0 0 1 0
"8300" "310" "369" 0 0 0 0 1
"9284" "347" "802" 0 0 1 0 0
"5039" "188" "1492" 0 0 1 0 0
"2961" "121" "1383" 0 0 1 0 0
"5651" "207" "563" 0 0 0 1 0
"3106" "128" "1246" 0 0 1 0 0
"7533" "277" "1279" 0 0 1 0 0
"950" "48" "1040" 0 0 1 0 0
"3291" "132" "1482" 0 1 0 0 0
"4927" "182" "2021" 0 0 1 0 0
"7546" "277" "1717" 0 0 0 0 1
"6351" "232" "314" 0 0 0 0 1
"2935" "119" "1356" 0 0 1 0 0
"3659" "146" "505" 0 0 1 0 0
"5357" "196" "1739" 0 0 0 0 1
"1618" "67" "1097" 0 0 0 1 0
"2785" "113" "1094" 0 0 0 0 1
"4972" "184" "1411" 0 0 0 1 0
"5557" "204" "6" 0 1 0 0 0
"1248" "55" "2153" 0 0 0 0 1
"5105" "191" "361" 0 0 0 0 1
"4" "1" "2050" 0 0 1 0 0
"7328" "271" "1748" 0 0 1 0 0
"7035" "257" "1264" 0 0 0 0 1
"7482" "275" "2079" 0 0 1 0 0
"8664" "326" "540" 1 0 0 0 0
"7570" "279" "366" 1 0 0 0 0
"6841" "248" "842" 0 0 1 0 0
"7397" "274" "659" 0 0 0 0 1
"8783" "330" "1023" 0 0 1 0 0
"3369" "135" "638" 0 1 0 0 0
"6266" "227" "687" 0 1 0 0 0
"5581" "204" "1047" 0 1 0 0 0
"1137" "52" "748" 0 0 0 0 1
"3158" "129" "2084" 0 0 1 0 0
"101" "14" "157" 0 0 0 0 1
"1106" "51" "1346" 0 0 1 0 0
"6455" "235" "1594" 0 0 0 0 1
"1144" "52" "1655" 0 0 1 0 0
"9857" "372" "554" 0 1 0 0 0
"25" "4" "1323" 0 0 0 1 0
"1518" "64" "587" 0 0 0 1 0
"8837" "332" "690" 0 1 0 0 0
"2610" "105" "1580" 0 0 1 0 0
"8751" "328" "2079" 1 0 0 0 0
"2127" "83" "1120" 0 0 1 0 0
"5033" "188" "622" 1 0 0 0 0
"9327" "348" "1303" 1 0 0 0 0
"8263" "308" "845" 0 0 1 0 0
"8947" "336" "1123" 1 0 0 0 0
"4765" "178" "1843" 1 0 0 0 0
"4958" "183" "2021" 0 0 1 0 0
"5947" "215" "1649" 0 1 0 0 0
"205" "26" "2052" 0 0 0 1 0
"6313" "230" "82" 0 0 1 0 0
"3683" "147" "182" 0 1 0 0 0
"5931" "215" "855" 1 0 0 0 0
"9844" "372" "260" 0 0 1 0 0
"2186" "85" "2084" 0 1 0 0 0
"7837" "288" "2052" 0 0 0 1 0
"8001" "295" "489" 0 0 0 0 1
"5269" "195" "365" 0 0 0 0 1
"3755" "148" "1175" 0 0 0 1 0
"8702" "328" "323" 0 1 0 0 0
"1589" "66" "1458" 0 0 1 0 0
"4854" "180" "784" 0 1 0 0 0
"342" "33" "838" 0 1 0 0 0
"2714" "110" "613" 1 0 0 0 0
"7486" "275" "2157" 1 0 0 0 0
"711" "43" "1315" 0 0 1 0 0
"1050" "50" "1668" 0 0 1 0 0
"8114" "299" "1925" 0 0 1 0 0
"7355" "273" "727" 0 0 0 0 1
"4355" "166" "879" 1 0 0 0 0
"5209" "193" "1284" 0 0 1 0 0
"2898" "117" "1382" 0 0 0 1 0
"6165" "225" "260" 0 0 0 0 1
"5446" "200" "1398" 0 0 1 0 0
"9917" "373" "802" 0 0 0 0 1
"9515" "358" "487" 0 0 1 0 0
"5948" "215" "1652" 0 0 1 0 0
"6926" "253" "621" 1 0 0 0 0
"6253" "226" "2118" 0 0 1 0 0
"9123" "342" "1324" 0 1 0 0 0
"7461" "275" "842" 0 0 0 0 1
"8124" "300" "1275" 1 0 0 0 0
"3758" "148" "1243" 0 0 0 1 0
"8939" "336" "420" 0 0 0 1 0
"3449" "138" "622" 0 0 1 0 0
"7043" "257" "1863" 0 0 1 0 0
"9795" "370" "688" 0 1 0 0 0
"5250" "194" "1570" 1 0 0 0 0
"1365" "59" "1513" 0 0 0 1 0
"6400" "235" "150" 0 0 1 0 0
"2474" "99" "1482" 1 0 0 0 0
"140" "20" "304" 0 0 0 0 1
"5231" "193" "2019" 0 0 0 1 0
"692" "43" "489" 0 0 1 0 0
"1070" "51" "137" 0 0 1 0 0
